Id,SalePrice
1461,118171.70153851504
1462,147923.76730402384
1463,182723.39451443558
1464,188324.52544948028
1465,185848.8602805849
1466,172524.81402103466
1467,169978.86580595415
1468,166744.05885766336
1469,183656.17126506282
1470,120700.52325558715
1471,186220.58846409727
1472,97021.68755224705
1473,100546.68546004052
1474,143459.51459296924
1475,104598.76267622793
1476,341622.3351699181
1477,252554.83264104585
1478,277851.3154689487
1479,311403.8591945526
1480,504467.39067835186
1481,384174.97351430997
1482,206906.28716556143
1483,161750.44039746432
1484,169192.17048509026
1485,195658.50176315918
1486,195310.61021998854
1487,338741.37012896803
1488,227243.54658232338
1489,196204.7087107791
1490,234878.42678733153
1491,194760.79414088567
1492,92010.01293646538
1493,190547.83285999746
1494,299569.1436862683
1495,271883.2728667924
1496,247477.35424173798
1497,177457.16854834804
1498,154607.8070179373
1499,160077.98114412502
1500,162837.76961194232
1501,181812.15080296318
1502,160354.00205865403
1503,229251.4900510434
1504,253914.43450806855
1505,234262.2135991404
1506,186280.51535918948
1507,251225.90077743714
1508,196442.765262908
1509,159090.55808762577
1510,158868.6316535156
1511,157488.60691817166
1512,167906.7770732383
1513,140141.58360948684
1514,159124.61467620032
1515,184701.56914699788
1516,159197.64561891084
1517,170174.35720800218
1518,141587.60900541773
1519,208285.4002090363
1520,134195.01573155774
1521,135748.84602302036
1522,173967.6522468822
1523,118913.20547614119
1524,105243.03235824431
1525,124296.33270915935
1526,115348.61360504893
1527,118582.09555244664
1528,120271.83983803028
1529,148775.82591520972
1530,172421.2225612859
1531,132358.25734542962
1532,99864.64189928553
1533,151408.61338761688
1534,119469.37518017847
1535,148094.8588320755
1536,114604.84819520981
1537,88102.01293424463
1538,149839.1864802531
1539,159149.03895704352
1540,84170.08171663771
1541,129226.22597177871
1542,125095.8730561644
1543,173932.67366445012
1544,85375.29375390339
1545,118785.36468389047
1546,143411.58150667604
1547,132258.85021308163
1548,123663.42601343265
1549,123025.65353283971
1550,137980.6783297017
1551,113591.61997323095
1552,137885.2750316872
1553,133328.79921127376
1554,117441.55420123464
1555,183213.81132242494
1556,97298.18365428354
1557,104626.51596185751
1558,100644.84680748486
1559,94854.1103411184
1560,142216.98538220444
1561,124821.02879169783
1562,126477.83024383316
1563,121811.88325929575
1564,161619.87887110113
1565,161879.19132244054
1566,219151.6121587844
1567,82912.0958702145
1568,284111.4494684738
1569,157880.36164760913
1570,141166.63167155255
1571,110999.67951537686
1572,128994.9577605727
1573,233346.76756903838
1574,128038.51581866716
1575,199011.8803799618
1576,251618.09409583893
1577,184465.67474713858
1578,148191.04005444903
1579,165522.15161418892
1580,192222.3865782381
1581,162164.7956875843
1582,116912.76823629046
1583,317051.93337761506
1584,214132.3964282059
1585,139954.3781822646
1586,67219.16159590994
1587,105268.3877386503
1588,152271.10199227624
1589,94223.79748523125
1590,126855.01381869894
1591,90221.07537175645
1592,121648.42700993901
1593,122527.78441152527
1594,114130.48382120245
1595,134444.8796807197
1596,233527.6050683731
1597,212687.69681818446
1598,215030.02219736401
1599,152523.56057629554
1600,159727.4551300457
1601,70432.0386101625
1602,108507.21967792831
1603,74241.68789633378
1604,294970.24053295015
1605,230655.91187714098
1606,161683.21256026873
1607,178219.40686081199
1608,216122.14117689224
1609,181637.2259848179
1610,167409.86365554517
1611,149955.3498169649
1612,173013.72637574442
1613,163427.28294678387
1614,112483.01984297001
1615,83203.98777826731
1616,76582.54007125569
1617,86052.16100576034
1618,110957.52974979469
1619,136659.12936409086
1620,174376.66498010897
1621,139376.72825823966
1622,141546.10529781453
1623,267427.181056592
1624,218349.98238244667
1625,117240.40629385368
1626,176028.8774904438
1627,185628.39600582627
1628,282215.46789873485
1629,185630.74426421738
1630,346942.0264365869
1631,233151.5253650065
1632,248045.30159403794
1633,176323.61092354514
1634,196635.18745097777
1635,181819.18755376164
1636,152251.73323092892
1637,199679.36066415138
1638,184757.58944228993
1639,176776.05527547537
1640,237996.47938035033
1641,181355.188512287
1642,262234.8094528586
1643,212880.66407383152
1644,242067.90510824148
1645,190121.60217117955
1646,170983.04956758677
1647,155520.8196085618
1648,136030.00219764747
1649,140565.0126701142
1650,116861.22552833588
1651,122259.99001806893
1652,96228.79692743393
1653,101896.48788141027
1654,147573.60907286164
1655,132048.68866786186
1656,144074.81589496747
1657,150671.04850300346
1658,154589.67459590387
1659,106626.25238782182
1660,155284.28777943933
1661,453266.8788574241
1662,348455.7692022433
1663,343716.10259862174
1664,571287.303647268
1665,274277.8614339105
1666,354144.04142081976
1667,373680.4380307834
1668,310084.68725564214
1669,287571.8723926116
1670,317060.15702536306
1671,261803.17418064817
1672,408383.5877477318
1673,306795.9183088607
1674,236071.95683707861
1675,196593.0151033871
1676,214982.79742918015
1677,219226.30542529887
1678,484253.9980695835
1679,391600.27650255425
1680,297191.73405667447
1681,223197.89610929386
1682,344005.308830922
1683,187065.10309487968
1684,183380.63728879136
1685,175368.16928269123
1686,174212.16899834847
1687,171861.71253421262
1688,200809.6026183524
1689,187810.45452098871
1690,201959.28631623375
1691,190482.58903327325
1692,254288.56031156692
1693,166052.11122921796
1694,183193.53432307497
1695,167353.33268245615
1696,268244.1256478834
1697,165534.8554666658
1698,378858.88166822447
1699,319520.6746146436
1700,262781.6948044685
1701,260854.68772010948
1702,223173.88054492953
1703,233949.8599667668
1704,284790.21932462463
1705,245624.84386530097
1706,359210.6361730247
1707,206636.1052132966
1708,203039.1654813996
1709,265549.94898194144
1710,227029.42040765454
1711,301689.6528174289
1712,247165.43831805149
1713,260852.0325792071
1714,219151.56500427492
1715,213625.52179510612
1716,170575.27011142953
1717,177272.08606291312
1718,130395.26163906061
1719,217646.17536739117
1720,224365.7877222767
1721,152210.1255539122
1722,123070.49604270661
1723,155895.6534703234
1724,197610.27934708592
1725,241025.80637753173
1726,182098.0038584619
1727,160478.1787679074
1728,183831.96637287224
1729,171037.27342586673
1730,155834.24494260724
1731,120936.65457761678
1732,126555.94830640333
1733,110515.52533555207
1734,122467.84061730094
1735,122313.31765665844
1736,115149.66607310913
1737,261598.7861880683
1738,246932.35796532026
1739,217395.41252068387
1740,231643.26085326425
1741,203367.0763081294
1742,167081.51752045902
1743,179231.9364538571
1744,264973.65762757225
1745,212145.4890608042
1746,199506.37788442714
1747,214610.04948110995
1748,215992.51535402526
1749,151556.44852914638
1750,134384.91712078147
1751,222858.7806587285
1752,119515.03006026303
1753,153537.9183183698
1754,196330.91968578438
1755,179732.16902316356
1756,115139.12749752068
1757,114285.19989685039
1758,152290.30055325982
1759,164268.44552093162
1760,168409.5625125891
1761,159189.93942407946
1762,179401.1738991323
1763,187523.58007876968
1764,125921.81541955544
1765,148752.21617976477
1766,185530.22691390204
1767,197627.06000569733
1768,134823.03435055917
1769,157856.04950358157
1770,144565.95563687076
1771,129492.81134252725
1772,143546.01299740604
1773,138335.63182412324
1774,156808.4244895972
1775,142930.5895630886
1776,119135.43201939513
1777,107320.0749977378
1778,134366.86920470643
1779,121756.91550905885
1780,156929.47241986223
1781,120211.72685095412
1782,96305.35992254283
1783,146242.49936813212
1784,110944.71005846525
1785,116059.86232812764
1786,144315.4498898585
1787,151134.99760876817
1788,76801.03921408067
1789,100602.11088614869
1790,103857.42615943315
1791,200973.75251312525
1792,140966.20148512075
1793,125868.25834226668
1794,144291.41862345755
1795,134508.3266209236
1796,123252.8060870821
1797,118849.42540979228
1798,123320.71809478992
1799,111266.9793459217
1800,138608.81742797923
1801,127438.43432629842
1802,131896.69806390538
1803,148909.93244986777
1804,144940.40883017107
1805,136361.97930062228
1806,108250.85011837233
1807,128505.56167576596
1808,120765.00168698686
1809,117267.15413818152
1810,132346.1942145794
1811,76264.95411337298
1812,93679.25106574767
1813,114278.47634481192
1814,90695.26750765584
1815,67449.55769000703
1816,100442.3819270953
1817,132972.1011498904
1818,146294.99455130304
1819,129402.53089321026
1820,91129.6137047967
1821,84921.26437754295
1822,144431.92591345595
1823,71421.86217216431
1824,132629.32784705175
1825,127489.62751029205
1826,123034.17217057728
1827,115809.69193426639
1828,127008.96255517661
1829,133676.4797007902
1830,127259.40864549449
1831,134072.47361913076
1832,89897.21102560784
1833,131709.24065484025
1834,129686.50304991133
1835,109058.72802160066
1836,108372.45851409363
1837,97367.42069134896
1838,112747.78974004065
1839,87156.17221033979
1840,159759.87185472844
1841,148463.61959703715
1842,106698.90050595193
1843,134340.37188144083
1844,140118.20636350385
1845,157842.94280802293
1846,153867.26071061497
1847,184708.81008915635
1848,66972.01024342731
1849,108153.06630227422
1850,124566.88365589961
1851,144294.09043009958
1852,129974.14981672657
1853,141341.3927484799
1854,168028.90130005358
1855,165828.562405079
1856,231273.87290056964
1857,134773.5598487702
1858,128969.63343456468
1859,120465.50918416303
1860,156017.2056861279
1861,122261.7436446876
1862,390099.70290836075
1863,333762.41999199596
1864,333787.33991081046
1865,329300.97956263635
1866,300737.8202808157
1867,220013.0903412958
1868,294362.2872571231
1869,207253.75604555995
1870,222577.55708506278
1871,274447.4946593907
1872,185787.37901330634
1873,284403.3686148893
1874,146655.1667911861
1875,190387.12006580952
1876,205473.54472045958
1877,204340.88490328484
1878,200051.41466695967
1879,137400.66601717542
1880,124165.6652411811
1881,257241.97128028012
1882,245425.67254304723
1883,174449.11502304306
1884,191376.74114653456
1885,228205.95401322684
1886,281678.78096091317
1887,208358.69044151338
1888,248273.90673449426
1889,189189.7867930172
1890,128224.66758885933
1891,142765.1865972999
1892,105089.41688501442
1893,123491.1843094801
1894,135413.59927905034
1895,138723.43849784305
1896,120032.8246020972
1897,142327.07511496003
1898,113594.6092648567
1899,161672.23743167624
1900,131255.51523465157
1901,160918.7477745293
1902,152727.1348295278
1903,213574.4830260804
1904,145983.51958900417
1905,193487.8637737011
1906,109538.55824818929
1907,221223.67740287696
1908,97477.6367875502
1909,135767.6528917982
1910,113298.20792700481
1911,222185.32449202656
1912,296628.7652953398
1913,147971.19566512475
1914,73022.39920314465
1915,295991.9493842699
1916,60467.83631983708
1917,252524.1803181796
1918,141332.97540204623
1919,163717.96796635038
1920,160030.91223980824
1921,382935.35199445067
1922,308522.5153908167
1923,226030.27746098104
1924,253220.12922908185
1925,202328.85966215382
1926,366451.5019785522
1927,124704.7501996673
1928,158741.75215377824
1929,105264.1176876515
1930,133873.14984817308
1931,147107.4214090087
1932,138708.4846009392
1933,174708.99905958105
1934,174932.85649275593
1935,177394.70231365314
1936,189921.3951545402
1937,185797.5960587593
1938,172311.84564652448
1939,256560.5519637738
1940,180094.64432430154
1941,173967.8110842926
1942,179706.5959139808
1943,217850.17936483907
1944,386352.96420605044
1945,377712.04844504385
1946,146559.36779477412
1947,285005.9441129586
1948,162194.68928672225
1949,215018.3926206184
1950,164594.73283838166
1951,228743.30172494537
1952,209037.35111370962
1953,174971.80585624467
1954,182754.11340616428
1955,138561.23066493007
1956,256356.67875287338
1957,154991.41648476594
1958,279481.1065464599
1959,158059.4447023063
1960,117945.23143511883
1961,125003.59913076357
1962,98651.91396180447
1963,101309.21975018151
1964,113367.79038420602
1965,149499.7179716574
1966,128099.97306093284
1967,305022.6422876303
1968,424828.7793118382
1969,358983.0136777615
1970,447505.2995572377
1971,507403.0065830663
1972,393526.17073208897
1973,283891.9996908954
1974,326268.47874768835
1975,572146.6287418599
1976,264569.8393902377
1977,351457.08989473677
1978,373422.71198600484
1979,298782.7914612016
1980,209295.48820020066
1981,319573.7783741677
1982,233483.82623843226
1983,206330.12029565137
1984,180527.82145507575
1985,233604.23391763837
1986,218693.88075177307
1987,178053.36127189995
1988,184529.36905424666
1989,194319.92258804594
1990,213682.03452641173
1991,227999.26458561223
1992,201291.69456335207
1993,164793.02826153455
1994,204222.6420548295
1995,182256.7662090732
1996,263904.7541296276
1997,317757.0620594523
1998,308535.5123605785
1999,304911.9293163883
2000,299853.716460363
2001,301989.1173201883
2002,241632.76592111823
2003,272960.4333786803
2004,308370.28016888443
2005,213771.3425489521
2006,215463.90770568326
2007,251043.36300615393
2008,217049.16046440505
2009,206407.44945501036
2010,192818.09528553043
2011,139432.3090400784
2012,173979.36663715454
2013,185764.61098533397
2014,189999.43469024074
2015,209103.05785542063
2016,202061.21160714971
2017,199928.0383024414
2018,129683.64868494077
2019,126027.3168480105
2020,100948.76498026094
2021,113962.19177743682
2022,183597.07333447368
2023,143467.0108834822
2024,272885.4934294491
2025,358594.84483010916
2026,181241.52340496628
2027,164590.5226455023
2028,152491.8467936208
2029,168143.26457358213
2030,243166.8119600184
2031,238803.19951883564
2032,234703.1911634027
2033,227474.97963564072
2034,163805.07396569347
2035,217559.78969443473
2036,188302.6965338478
2037,187274.8711577853
2038,271318.3076272491
2039,240354.78344945872
2040,271810.1456626726
2041,223184.48465021112
2042,194227.64738291752
2043,177427.35702882407
2044,155248.46865958674
2045,193118.90193803047
2046,141824.51573066926
2047,136669.08846325788
2048,131771.29894671036
2049,151254.95503622352
2050,165263.3822548118
2051,98830.24236274276
2052,133197.93112993066
2053,142844.28788310263
2054,90386.02082994925
2055,146045.34965497878
2056,143208.86325472957
2057,120885.51243398098
2058,207379.58755885283
2059,147798.97998164388
2060,157491.40078580767
2061,153592.1459792166
2062,134351.1715871265
2063,120608.07219417344
2064,144926.15227711867
2065,115190.42784446105
2066,168915.8534229431
2067,107686.45622629029
2068,153023.10126845725
2069,82441.10873775167
2070,108598.0407643373
2071,110685.5134668002
2072,147894.71179596946
2073,135197.2090043669
2074,175723.98628736398
2075,133133.56964937682
2076,115132.93258901173
2077,161289.33334925672
2078,130423.10637551785
2079,124003.0262686421
2080,112750.10595544134
2081,128388.16476382494
2082,134455.65609161757
2083,146706.55584019597
2084,116629.40858144485
2085,122792.45994323932
2086,121064.10399659816
2087,114675.8518586003
2088,109097.8598582645
2089,87181.17322131741
2090,119357.3913097643
2091,102596.9251287359
2092,123109.10005483891
2093,98989.41055656591
2094,114583.06471395906
2095,148973.8694785328
2096,86388.8764580722
2097,92306.85240363564
2098,129016.7095961171
2099,69054.80365747563
2100,74279.79194702164
2101,110106.72323893203
2102,111662.44471083814
2103,103223.68999176042
2104,149026.50885966932
2105,121372.01311300545
2106,81751.52597427477
2107,175310.38269239434
2108,114219.9511170862
2109,102233.20922341327
